blind_id	model	source_kind	source_file	redaction_pattern	count	remaining_suspect_terms
M054	minimax-m2-7	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/minimax-m2.7.md	MiniMax	2	
M054	minimax-m2-7	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/minimax-m2-7.md	minimax-m2-7	6	
M054	minimax-m2-7	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/minimax-m2-7.md	Opus	1	
M055	opus-3	card	MISSING			missing_source
M055	opus-3	profile	MISSING			missing_source
M055	opus-3	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3	6	
M055	opus-3	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	Opus	1	
M056	opus-4-0	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.0.md	Claude	1	
M056	opus-4-0	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.0.md	Opus	1	
M056	opus-4-0	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.0.md	Claude	2	
M056	opus-4-0	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.0.md	Opus	2	
M056	opus-4-0	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-0.md	opus-4-0	2	
M056	opus-4-0	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-0.md	Opus	1	
M057	opus-4-1	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.1.md	Claude	1	
M057	opus-4-1	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.1.md	Opus	1	
M057	opus-4-1	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.1.md	Claude	2	
M057	opus-4-1	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.1.md	Opus	2	
M057	opus-4-1	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-1.md	opus-4-1	1	
M057	opus-4-1	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-1.md	Opus	1	
M058	opus-4-5	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.5.md	Claude	1	
M058	opus-4-5	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.5.md	Opus	1	
M058	opus-4-5	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.5.md	Claude	2	
M058	opus-4-5	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.5.md	Opus	2	
M058	opus-4-5	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-5.md	opus-4-5	3	
M058	opus-4-5	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-5.md	Opus	1	
M059	opus-4-6	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.6.md	Claude	1	
M059	opus-4-6	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.6.md	Opus	1	
M059	opus-4-6	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.6.md	Claude	2	
M059	opus-4-6	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.6.md	Opus	2	
M059	opus-4-6	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-6.md	opus-4-6	6	
M059	opus-4-6	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-6.md	Opus	1	
M060	opus-4-7	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.7.md	Claude	1	
M060	opus-4-7	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.7.md	Opus	1	
M060	opus-4-7	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.7.md	Claude	2	
M060	opus-4-7	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.7.md	Opus	6	
M060	opus-4-7	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-7.md	opus-4-7	6	
M060	opus-4-7	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-7.md	Opus	1	
M071	qwen3-5-flash-02-23	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.5-flash-02-23.md	Qwen	2	
M071	qwen3-5-flash-02-23	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.5-flash-02-23.md	Qwen	4	
M071	qwen3-5-flash-02-23	values	MISSING			missing_source
M072	qwen3-5-plus-20260420	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.5-plus-20260420.md	Qwen	2	
M072	qwen3-5-plus-20260420	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.5-plus-20260420.md	Qwen	4	
M072	qwen3-5-plus-20260420	values	MISSING			missing_source
M073	qwen3-6-flash	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.6-flash.md	Qwen	2	
M073	qwen3-6-flash	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.6-flash.md	Qwen	4	
M073	qwen3-6-flash	values	MISSING			missing_source
M074	qwen3-6-max-preview	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.6-max-preview.md	Qwen	2	
M074	qwen3-6-max-preview	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.6-max-preview.md	Qwen	4	
M074	qwen3-6-max-preview	values	MISSING			missing_source
M075	qwen3-6-plus	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.6-plus.md	Qwen	2	
M075	qwen3-6-plus	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.6-plus.md	Qwen	4	
M075	qwen3-6-plus	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-6-plus.md	qwen3-6-plus	6	
M075	qwen3-6-plus	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-6-plus.md	Opus	1	
M076	qwen3-7-max	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3.7-max.md	Qwen	2	
M076	qwen3-7-max	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.7-max.md	Sonnet	1	
M076	qwen3-7-max	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3.7-max.md	Qwen	4	
M076	qwen3-7-max	values	MISSING			missing_source
M077	qwen3-coder-flash	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-coder-flash.md	qwen3-coder-flash	1	
M077	qwen3-coder-flash	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-coder-flash.md	Qwen	1	
M077	qwen3-coder-flash	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-coder-flash.md	qwen3-coder-flash	2	
M077	qwen3-coder-flash	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-coder-flash.md	Qwen	2	
M077	qwen3-coder-flash	values	MISSING			missing_source
M078	qwen3-coder-plus	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-coder-plus.md	qwen3-coder-plus	1	
M078	qwen3-coder-plus	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-coder-plus.md	Qwen	1	
M078	qwen3-coder-plus	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-coder-plus.md	qwen3-coder-plus	2	
M078	qwen3-coder-plus	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-coder-plus.md	Qwen	2	
M078	qwen3-coder-plus	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus	6	
M078	qwen3-coder-plus	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	Opus	1	
M079	qwen3-max	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-max.md	qwen3-max	1	
M079	qwen3-max	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-max.md	Qwen	1	
M079	qwen3-max	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-max.md	qwen3-max	2	
M079	qwen3-max	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-max.md	Qwen	2	
M079	qwen3-max	values	MISSING			missing_source
M080	qwen3-max-thinking	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-max-thinking.md	qwen3-max-thinking	1	
M080	qwen3-max-thinking	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/qwen-qwen3-max-thinking.md	Qwen	1	
M080	qwen3-max-thinking	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-max-thinking.md	qwen3-max-thinking	2	
M080	qwen3-max-thinking	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/qwen-qwen3-max-thinking.md	Qwen	2	
M080	qwen3-max-thinking	values	MISSING			missing_source
M081	sonnet-4-0	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.0.md	Claude	1	
M081	sonnet-4-0	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.0.md	Sonnet	1	
M081	sonnet-4-0	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.0.md	Claude	2	
M081	sonnet-4-0	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.0.md	Sonnet	2	
M081	sonnet-4-0	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-0.md	sonnet-4-0	1	
M081	sonnet-4-0	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-0.md	Opus	1	
M082	sonnet-4-5	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.5.md	Claude	1	
M082	sonnet-4-5	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.5.md	Sonnet	1	
M082	sonnet-4-5	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.5.md	Claude	2	
M082	sonnet-4-5	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.5.md	Sonnet	2	
M082	sonnet-4-5	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-5.md	sonnet-4-5	6	
M082	sonnet-4-5	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-5.md	Opus	1	
M083	sonnet-4-6	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.6.md	Claude	1	
M083	sonnet-4-6	card	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.6.md	Sonnet	1	
M083	sonnet-4-6	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	Claude	2	
M083	sonnet-4-6	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	Sonnet	2	
M083	sonnet-4-6	profile	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	Opus	1	
M083	sonnet-4-6	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6	6	
M083	sonnet-4-6	values	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	Opus	1	
