candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0909,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.536308199,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M050;M051;M058;M060;M083,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-5;opus-4-7;sonnet-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic;Anthropic
C0910,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.384916692,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M050;M051;M083,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-5;kimi-k2-6;sonnet-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic
C0911,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.139631224,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M017;M019;M072;M074;M077;M078;M079;M080;M081,gemma-4-26b-a4b;gemma-4-31b;qwen3-5-plus-20260420;qwen3-6-max-preview;qwen3-coder-flash;qwen3-coder-plus;qwen3-max;qwen3-max-thinking;sonnet-4-0,Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Anthropic
C0912,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.574903762,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M038;M039;M043;M050;M052;M083,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-5;kimi-k2-thinking;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic
C0913,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.493646387,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M038;M039;M043;M052,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C0914,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.569969067,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M038;M039;M043;M052;M073,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking;qwen3-6-flash,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Qwen
C0915,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.604792755,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M038;M039;M043;M052;M073;M074,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking;qwen3-6-flash;qwen3-6-max-preview,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Qwen;Qwen
C0916,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.604792755,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M038;M039;M043;M052;M075;M076,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking;qwen3-6-plus;qwen3-7-max,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Qwen;Qwen
C0917,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.556214153,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M039;M043;M050;M052;M083,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-5;kimi-k2-thinking;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic
C0918,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.567244266,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M035;M036;M037;M038;M039;M050;M051;M052;M083,glm-4-5;gpt-5-3-codex;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-6;kimi-k2-thinking;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic
C0919,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.479867013,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M036;M037;M038;M039;M043;M052,glm-4-5;gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C0920,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.347763385,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M036;M037;M039;M052,glm-4-5;gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;Moonshot AI
C0921,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.521670224,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M036;M039;M045;M050;M051;M058;M083,gpt-5-3-codex;gpt-5-4;gpt-5-codex;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-5;sonnet-4-6,OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C0922,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.251336204,0.001998002,0.00486789552,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M074;M077;M078;M079;M081,qwen3-6-max-preview;qwen3-coder-flash;qwen3-coder-plus;qwen3-max;sonnet-4-0,Qwen;Qwen;Qwen;Qwen;Anthropic
C1038,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.713615491,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M038;M039;M044;M050;M051;M052;M059;M075,gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6;kimi-k2-thinking;opus-4-6;qwen3-6-plus,Google;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic;Qwen
C1039,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.493740098,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M038;M045;M050;M051;M059;M083,gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-6;sonnet-4-6,Google;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C1040,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.448253295,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M038;M050;M051;M059;M083,gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;kimi-k2-5;kimi-k2-6;opus-4-6;sonnet-4-6,Google;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C1041,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.38156266,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M039;M050;M051;M083,gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-codex;kimi-k2-5;kimi-k2-6;sonnet-4-6,Google;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1042,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.521426333,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M049;M050;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-0905;kimi-k2-5;kimi-k2-6;opus-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic
C1043,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.439055648,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M050;M051;M059;M083,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-6;sonnet-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C1044,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.480467608,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M049;M050;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-0905;kimi-k2-5;kimi-k2-6;opus-4-6,Google;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic
C1045,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.323894704,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M050;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-5;kimi-k2-6;opus-4-6,Google;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1046,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.594080176,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M037;M038;M039;M044;M050;M051;M052,gemini-2-5-flash-lite;gpt-5-5;gpt-5-5-pro;gpt-5-codex;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6;kimi-k2-thinking,Google;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Moonshot AI
C1047,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.522140015,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M037;M038;M039;M050;M051;M052,gemini-2-5-flash-lite;gpt-5-5;gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-6;kimi-k2-thinking,Google;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI
C1048,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.668980616,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M032;M033;M036;M037;M039;M043;M052;M073;M074,glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking;qwen3-6-flash;qwen3-6-max-preview,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Qwen;Qwen
C1049,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.52853823,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M039;M050;M052;M083,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-5;kimi-k2-thinking;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1050,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.404022684,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M039;M052,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI
C1051,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.48200926,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M039;M052;M083,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-thinking;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;Anthropic
C1052,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.569444125,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M039;M045;M050;M051;M058;M060;M083,gpt-5-3-codex;gpt-5-codex;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-5;opus-4-7;sonnet-4-6,OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic;Anthropic
C1053,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.533479303,0.002997003,0.00679523991,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M050;M051;M058;M060;M083,gpt-5-3-codex;grok-4-2;kimi-k2-5;kimi-k2-6;opus-4-5;opus-4-7;sonnet-4-6,OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic;Anthropic
C1107,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.804425554,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M037;M043;M047;M052,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-coding;kimi-k2-thinking,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI
C1108,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.808503774,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M037;M043;M047;M052;M071,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-coding;kimi-k2-thinking;qwen3-5-flash-02-23,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI;Moonshot AI;Qwen
C1109,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support,8,0.769141788,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M037;M043;M052,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-k2-thinking,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C1110,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.643589477,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M005;M021;M032;M033;M036;M037;M039;M043;M052,gemini-2-0-flash;glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Google;Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C1111,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.499670735,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M039;M050;M051;M052,gemini-2-5-flash-lite;gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-6;kimi-k2-thinking,Google;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI
C1112,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.538621704,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M032;M033;M037;M043;M052,glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C1113,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.387296944,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M043,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;grok-4-1-fast-non-reasoning,Z.ai;OpenAI;OpenAI;OpenAI;xAI
C1114,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.401588802,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M043;M052,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C1115,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.494119366,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M036;M039;M050;M051;M058;M083,gpt-5-3-codex;gpt-5-4;gpt-5-codex;kimi-k2-5;kimi-k2-6;opus-4-5;sonnet-4-6,OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C1116,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.442460838,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M039;M050;M051;M058;M083,gpt-5-3-codex;gpt-5-codex;kimi-k2-5;kimi-k2-6;opus-4-5;sonnet-4-6,OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic;Anthropic
C1117,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.456693478,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M039;M050;M058;M083,gpt-5-3-codex;gpt-5-codex;kimi-k2-5;opus-4-5;sonnet-4-6,OpenAI;OpenAI;Moonshot AI;Anthropic;Anthropic
C1118,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.484978377,0.003996004,0.00860650773,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M036;M037;M038;M039;M050;M052;M083,gpt-5-4;gpt-5-5;gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-thinking;sonnet-4-6,OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1156,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support,10,0.847690973,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M041;M043;M071;M072;M081,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;grok-4;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;sonnet-4-0,DeepSeek;Google;Z.ai;OpenAI;OpenAI;xAI;xAI;Qwen;Qwen;Anthropic
C1157,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.957210726,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M009;M012;M016;M032;M053;M056;M057;M081;M082,gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;gpt-5-2;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,Google;Google;Google;OpenAI;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1158,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.353591263,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M050;M051,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-5;kimi-k2-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI
C1159,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.307675445,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M050;M051;M083,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-5;kimi-k2-6;sonnet-4-6,Google;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1160,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.481295368,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M044;M050;M051,gemini-2-5-flash-lite;gpt-5-5-pro;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI
C1161,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0.316918042,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M037;M039;M052,glm-4-5;gpt-5-5;gpt-5-codex;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;Moonshot AI
C1162,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.542387106,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M050;M058;M060;M083,gpt-5-3-codex;grok-4-2;kimi-k2-5;opus-4-5;opus-4-7;sonnet-4-6,OpenAI;xAI;Moonshot AI;Anthropic;Anthropic;Anthropic
C1163,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.469501864,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M036;M037;M039;M050;M052;M083,gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-5;kimi-k2-thinking;sonnet-4-6,OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1164,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0,0.004995005,0.0103314407,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M076;M077;M078;M080,qwen3-7-max;qwen3-coder-flash;qwen3-coder-plus;qwen3-max-thinking,Qwen;Qwen;Qwen;Qwen
C1199,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.533162566,0.00599400599,0.0119929051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M045;M049;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;grok-4-2;kimi-k2-0905;kimi-k2-6;opus-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic
C1200,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0.225004415,0.00599400599,0.0119929051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M050;M051,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-5;kimi-k2-6,Google;OpenAI;Moonshot AI;Moonshot AI
C1201,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.489289129,0.00599400599,0.0119929051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M036;M037;M039;M083,glm-4-5;gpt-5-2-codex;gpt-5-4;gpt-5-5;gpt-5-codex;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;Anthropic
C1202,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.35619502,0.00599400599,0.0119929051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M037;M043;M052,glm-4-5;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;xAI;Moonshot AI
C1203,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.435669824,0.00599400599,0.0119929051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M036;M037;M039;M083,glm-4-5;gpt-5-4;gpt-5-5;gpt-5-codex;sonnet-4-6,Z.ai;OpenAI;OpenAI;OpenAI;Anthropic
C1238,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.41320867,0.00699300699,0.0135279086,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M038;M050;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;kimi-k2-5;kimi-k2-6;opus-4-6,Google;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Anthropic
